genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
MRPL40	39S ribosomal protein L40, mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1	sp|Q9NQ50|RM40_HUMAN	24 kDa	11	9	skmes_adpr.msbio	Q9NQ50	64976	-2	-0.181818181818182	24	11.0416666666667	9.04166666666667	0.818867924528302	0.818346957311535	MRPL40
MRPL41	39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1	sp|Q8IXM3|RM41_HUMAN	15 kDa	0	2	skmes_adpr.msbio	Q8IXM3	64975	2	1	15	0.0666666666666667	2.06666666666667	31	201	MRPL41
MRPL45	39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2	sp|Q9BRJ2|RM45_HUMAN	35 kDa	4	3	skmes_adpr.msbio	Q9BRJ2	84311	-1	-0.25	35	4.02857142857143	3.02857142857143	0.75177304964539	0.750623441396509	MRPL45
MRPL46	39S ribosomal protein L46, mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1	sp|Q9H2W6|RM46_HUMAN	32 kDa	11	8	skmes_adpr.msbio	Q9H2W6	26589	-3	-0.272727272727273	32	11.03125	8.03125	0.728045325779037	0.727520435967302	MRPL46
MRPL48	39S ribosomal protein L48, mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=2	sp|Q96GC5|RM48_HUMAN	24 kDa	8	8	skmes_adpr.msbio	Q96GC5	51642	0	0	24	8.04166666666667	8.04166666666667	1	1	MRPL48
MRPL55	39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1	sp|Q7Z7F7|RM55_HUMAN	15 kDa	4	0	skmes_adpr.msbio	Q7Z7F7	128308	-4	-1	15	4.06666666666667	0.0666666666666667	0.0163934426229508	0.00249376558603491	MRPL55
MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=MRPL58 PE=1 SV=1	sp|Q14197|ICT1_HUMAN	24 kDa	0	2	skmes_adpr.msbio	Q14197	3396	2	1	24	0.0416666666666667	2.04166666666667	49	201	MRPL58
MRPL9	39S ribosomal protein L9, mitochondrial OS=Homo sapiens GN=MRPL9 PE=1 SV=2	sp|Q9BYD2|RM09_HUMAN	30 kDa	2	0	skmes_adpr.msbio	Q9BYD2	65005	-2	-1	30	2.03333333333333	0.0333333333333333	0.0163934426229508	0.00497512437810945	MRPL9
MRPS11	28S ribosomal protein S11, mitochondrial OS=Homo sapiens GN=MRPS11 PE=1 SV=2	sp|P82912|RT11_HUMAN	21 kDa	8	6	skmes_adpr.msbio	P82912	64963	-2	-0.25	21	8.04761904761905	6.04761904761905	0.751479289940828	0.750312109862672	MRPS11
MRPS12	28S ribosomal protein S12, mitochondrial OS=Homo sapiens GN=MRPS12 PE=1 SV=1	sp|O15235|RT12_HUMAN	15 kDa	10	12	skmes_adpr.msbio	O15235	6183	2	0.166666666666667	15	10.0666666666667	12.0666666666667	1.19867549668874	1.1998001998002	MRPS12
MRPS15	28S ribosomal protein S15, mitochondrial OS=Homo sapiens GN=MRPS15 PE=1 SV=1	sp|P82914|RT15_HUMAN	30 kDa	0	2	skmes_adpr.msbio	P82914	64960	2	1	30	0.0333333333333333	2.03333333333333	61	201	MRPS15
MRPS26	28S ribosomal protein S26, mitochondrial OS=Homo sapiens GN=MRPS26 PE=1 SV=1	sp|Q9BYN8|RT26_HUMAN	24 kDa	3	2	skmes_adpr.msbio	Q9BYN8	64949	-1	-0.333333333333333	24	3.04166666666667	2.04166666666667	0.671232876712329	0.667774086378737	MRPS26
MRPS31	28S ribosomal protein S31, mitochondrial OS=Homo sapiens GN=MRPS31 PE=1 SV=3	sp|Q92665|RT31_HUMAN	45 kDa	8	5	skmes_adpr.msbio	Q92665	10240	-3	-0.375	45	8.02222222222222	5.02222222222222	0.626038781163435	0.625468164794007	MRPS31
MRRF	Ribosome-recycling factor, mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1	sp|Q96E11|RRFM_HUMAN	29 kDa	12	10	skmes_adpr.msbio	Q96E11	92399	-2	-0.166666666666667	29	12.0344827586207	10.0344827586207	0.833810888252149	0.833472106577852	MRRF
MRTO4	mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2	sp|Q9UKD2|MRT4_HUMAN	28 kDa	8	7	skmes_adpr.msbio	Q9UKD2	51154	-1	-0.125	28	8.03571428571429	7.03571428571429	0.875555555555555	0.875156054931336	MRTO4
MSH6	DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2	sp|P52701|MSH6_HUMAN	153 kDa	2	0	skmes_adpr.msbio	P52701	2956	-2	-1	153	2.00653594771242	0.0065359477124183	0.00325732899022801	0.00497512437810945	MSH6
MSN	Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	sp|P26038|MOES_HUMAN	68 kDa	71	132	skmes_adpr.msbio	P26038	4478	61	0.462121212121212	68	71.0147058823529	132.014705882353	1.85897701387451	1.85903393888185	MSN
MT2A	Metallothionein-2 OS=Homo sapiens GN=MT2A PE=1 SV=1	sp|P02795|MT2_HUMAN (+2)	6 kDa	0	2	skmes_adpr.msbio	P02795	4502	2	1	6	0.166666666666667	2.16666666666667	13	201	MT2A
MTG1	Mitochondrial ribosome-associated GTPase 1 OS=Homo sapiens GN=MTG1 PE=1 SV=2	sp|Q9BT17|MTG1_HUMAN	37 kDa	2	2	skmes_adpr.msbio	Q9BT17	92170	0	0	37	2.02702702702703	2.02702702702703	1	1	MTG1
MTG2	Mitochondrial ribosome-associated GTPase 2 OS=Homo sapiens GN=MTG2 PE=1 SV=1	sp|Q9H4K7|MTG2_HUMAN	44 kDa	0	2	skmes_adpr.msbio	Q9H4K7	26164	2	1	44	0.0227272727272727	2.02272727272727	89	201	MTG2
MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3	sp|P11586|C1TC_HUMAN	102 kDa	10	10	skmes_adpr.msbio	P11586	4522	0	0	102	10.0098039215686	10.0098039215686	1	1	MTHFD1
MTIF2	Translation initiation factor IF-2, mitochondrial OS=Homo sapiens GN=MTIF2 PE=1 SV=2	sp|P46199|IF2M_HUMAN	81 kDa	5	7	skmes_adpr.msbio	P46199	4528	2	0.285714285714286	81	5.01234567901235	7.01234567901235	1.39901477832512	1.39920159680639	MTIF2
MTIF3	Translation initiation factor IF-3, mitochondrial OS=Homo sapiens GN=MTIF3 PE=1 SV=4	sp|Q9H2K0|IF3M_HUMAN	32 kDa	5	7	skmes_adpr.msbio	Q9H2K0	219402	2	0.285714285714286	32	5.03125	7.03125	1.39751552795031	1.39920159680639	MTIF3
MVP	Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4	sp|Q14764|MVP_HUMAN	99 kDa	4	2	skmes_adpr.msbio	Q14764	9961	-2	-0.5	99	4.01010101010101	2.01010101010101	0.501259445843829	0.501246882793017	MVP
MYH9	Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4	sp|P35579|MYH9_HUMAN	227 kDa	35	53	skmes_adpr.msbio	P35579	4627	18	0.339622641509434	227	35.0044052863436	53.0044052863436	1.51422099169393	1.51413881748072	MYH9
MYL12B	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	sp|O14950|ML12B_HUMAN (+1)	20 kDa	3	4	skmes_adpr.msbio	O14950	103910	1	0.25	20	3.05	4.05	1.32786885245902	1.33222591362126	MYL12B
MYL6	Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2	sp|P60660|MYL6_HUMAN	17 kDa	11	14	skmes_adpr.msbio	P60660	4637	3	0.214285714285714	17	11.0588235294118	14.0588235294118	1.27127659574468	1.2724795640327	MYL6
MYO18A	Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3	sp|Q92614|MY18A_HUMAN	233 kDa	6	14	skmes_adpr.msbio	Q92614	399687	8	0.571428571428571	233	6.00429184549356	14.0042918454936	2.33238027162259	2.33111480865225	MYO18A
MYO1B	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	sp|O43795|MYO1B_HUMAN	132 kDa	2	0	skmes_adpr.msbio	O43795	4430	-2	-1	132	2.00757575757576	0.00757575757575758	0.00377358490566038	0.00497512437810945	MYO1B
MYO9B	Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B PE=1 SV=3	sp|Q13459|MYO9B_HUMAN	243 kDa	22	39	skmes_adpr.msbio	Q13459	4650	17	0.435897435897436	243	22.0041152263374	39.0041152263374	1.77258275668599	1.77237619263971	MYO9B
MYOF	Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1	sp|Q9NZM1|MYOF_HUMAN	235 kDa	33	34	skmes_adpr.msbio	Q9NZM1	26509	1	0.0294117647058824	235	33.0042553191489	34.0042553191489	1.03029912325941	1.03029385034838	MYOF
NAA40	N-alpha-acetyltransferase 40 OS=Homo sapiens GN=NAA40 PE=1 SV=1	sp|Q86UY6|NAA40_HUMAN	27 kDa	0	3	skmes_adpr.msbio	Q86UY6	79829	3	1	27	0.037037037037037	3.03703703703704	82	301	NAA40
NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1	sp|E9PAV3|NACAM_HUMAN (+1)	205 kDa	0	6	skmes_adpr.msbio	E9PAV3	4666	6	1	205	0.0048780487804878	6.00487804878049	1231	601	NACA
NAMPT	Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1	sp|P43490|NAMPT_HUMAN	56 kDa	2	11	skmes_adpr.msbio	P43490	10135	9	0.818181818181818	56	2.01785714285714	11.0178571428571	5.46017699115044	5.47761194029851	NAMPT
NAT10	RNA cytidine acetyltransferase OS=Homo sapiens GN=NAT10 PE=1 SV=2	sp|Q9H0A0|NAT10_HUMAN	116 kDa	7	11	skmes_adpr.msbio	Q9H0A0	55226	4	0.363636363636364	116	7.00862068965517	11.0086206896552	1.57072570725707	1.57061340941512	NAT10
NBR1	Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1 PE=1 SV=3	sp|Q14596|NBR1_HUMAN	107 kDa	2	3	skmes_adpr.msbio	Q14596	4077	1	0.333333333333333	107	2.00934579439252	3.00934579439252	1.49767441860465	1.49751243781095	NBR1
NCCRP1	F-box only protein 50 OS=Homo sapiens GN=NCCRP1 PE=1 SV=1	sp|Q6ZVX7|FBX50_HUMAN	31 kDa	6	0	skmes_adpr.msbio	Q6ZVX7	342897	-6	-1	31	6.03225806451613	0.032258064516129	0.0053475935828877	0.00166389351081531	NCCRP1
NCEH1	Neutral cholesterol ester hydrolase 1 OS=Homo sapiens GN=NCEH1 PE=1 SV=3	sp|Q6PIU2|NCEH1_HUMAN	46 kDa	7	5	skmes_adpr.msbio	Q6PIU2	57552	-2	-0.285714285714286	46	7.02173913043478	5.02173913043478	0.715170278637771	0.714693295292439	NCEH1
NCKAP1	Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1 PE=1 SV=1	sp|Q9Y2A7|NCKP1_HUMAN	129 kDa	0	2	skmes_adpr.msbio	Q9Y2A7	10787	2	1	129	0.00775193798449612	2.0077519379845	259	201	NCKAP1
NCL	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	sp|P19338|NUCL_HUMAN	77 kDa	10	48	skmes_adpr.msbio	P19338	4691	38	0.791666666666667	77	10.012987012987	48.012987012987	4.79507133592737	4.7962037962038	NCL
NCOA2	Nuclear receptor coactivator 2 OS=Homo sapiens GN=NCOA2 PE=1 SV=2	sp|Q15596|NCOA2_HUMAN	159 kDa	5	0	skmes_adpr.msbio	Q15596	10499	-5	-1	159	5.0062893081761	0.00628930817610063	0.00125628140703518	0.00199600798403194	NCOA2
NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens GN=NDUFA12 PE=1 SV=1	sp|Q9UI09|NDUAC_HUMAN	17 kDa	0	2	skmes_adpr.msbio	Q9UI09	55967	2	1	17	0.0588235294117647	2.05882352941176	35	201	NDUFA12
NDUFA4	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1	sp|O00483|NDUA4_HUMAN	9 kDa	4	2	skmes_adpr.msbio	O00483	4697	-2	-0.5	9	4.11111111111111	2.11111111111111	0.513513513513514	0.501246882793017	NDUFA4
NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1	sp|Q8N183|NDUF2_HUMAN	20 kDa	16	14	skmes_adpr.msbio	Q8N183	91942	-2	-0.125	20	16.05	14.05	0.875389408099688	0.875078076202373	NDUFAF2
NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens GN=NDUFAF4 PE=1 SV=1	sp|Q9P032|NDUF4_HUMAN	20 kDa	5	2	skmes_adpr.msbio	Q9P032	29078	-3	-0.6	20	5.05	2.05	0.405940594059406	0.401197604790419	NDUFAF4
NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens GN=NDUFB3 PE=1 SV=3	sp|O43676|NDUB3_HUMAN	11 kDa	4	0	skmes_adpr.msbio	O43676	4709	-4	-1	11	4.09090909090909	0.0909090909090909	0.0222222222222222	0.00249376558603491	NDUFB3
NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3	sp|O95168|NDUB4_HUMAN	15 kDa	0	2	skmes_adpr.msbio	O95168	4710	2	1	15	0.0666666666666667	2.06666666666667	31	201	NDUFB4
NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens GN=NDUFB6 PE=1 SV=3	sp|O95139|NDUB6_HUMAN	15 kDa	0	2	skmes_adpr.msbio	O95139	4712	2	1	15	0.0666666666666667	2.06666666666667	31	201	NDUFB6
NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1	sp|O75489|NDUS3_HUMAN	30 kDa	0	2	skmes_adpr.msbio	O75489	4722	2	1	30	0.0333333333333333	2.03333333333333	61	201	NDUFS3
NEK1	Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1 PE=1 SV=2	sp|Q96PY6|NEK1_HUMAN	143 kDa	6	10	skmes_adpr.msbio	Q96PY6	4750	4	0.4	143	6.00699300699301	10.006993006993	1.66589057043073	1.66555740432612	NEK1
NEK2	Serine/threonine-protein kinase Nek2 OS=Homo sapiens GN=NEK2 PE=1 SV=1	sp|P51955|NEK2_HUMAN	52 kDa	2	2	skmes_adpr.msbio	P51955	4751	0	0	52	2.01923076923077	2.01923076923077	1	1	NEK2
NEMF	Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4	sp|O60524|NEMF_HUMAN	123 kDa	17	27	skmes_adpr.msbio	O60524	9147	10	0.37037037037037	123	17.0081300813008	27.0081300813008	1.58795411089866	1.58788947677837	NEMF
NF2	Merlin OS=Homo sapiens GN=NF2 PE=1 SV=1	sp|P35240|MERL_HUMAN	70 kDa	6	11	skmes_adpr.msbio	P35240	4771	5	0.454545454545455	70	6.01428571428571	11.0142857142857	1.83135391923991	1.83194675540765	NF2
NFX1	Transcriptional repressor NF-X1 OS=Homo sapiens GN=NFX1 PE=1 SV=2	sp|Q12986|NFX1_HUMAN	124 kDa	2	0	skmes_adpr.msbio	Q12986	4799	-2	-1	124	2.00806451612903	0.00806451612903226	0.00401606425702811	0.00497512437810945	NFX1
NHP2	H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens GN=NHP2 PE=1 SV=1	sp|Q9NX24|NHP2_HUMAN	17 kDa	8	7	skmes_adpr.msbio	Q9NX24	55651	-1	-0.125	17	8.05882352941176	7.05882352941176	0.875912408759124	0.875156054931336	NHP2
NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1	sp|Q9BYG3|MK67I_HUMAN	34 kDa	0	2	skmes_adpr.msbio	Q9BYG3	84365	2	1	34	0.0294117647058824	2.02941176470588	69	201	NIFK
NIPBL	Nipped-B-like protein OS=Homo sapiens GN=NIPBL PE=1 SV=2	sp|Q6KC79|NIPBL_HUMAN	316 kDa	33	42	skmes_adpr.msbio	Q6KC79	25836	9	0.214285714285714	316	33.003164556962	42.003164556962	1.2727011218717	1.27264465313541	NIPBL
NIPSNAP1	Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1	sp|Q9BPW8|NIPS1_HUMAN	33 kDa	34	23	skmes_adpr.msbio	Q9BPW8	8508	-11	-0.323529411764706	33	34.030303030303	23.030303030303	0.676758682101514	0.676565715965892	NIPSNAP1
NIPSNAP2	Protein NipSnap homolog 2 OS=Homo sapiens GN=NIPSNAP2 PE=1 SV=1	sp|O75323|NIPS2_HUMAN	34 kDa	8	7	skmes_adpr.msbio	O75323	2631	-1	-0.125	34	8.02941176470588	7.02941176470588	0.875457875457875	0.875156054931336	NIPSNAP2
NME1	Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=1 SV=1	sp|P15531|NDKA_HUMAN	17 kDa	0	7	skmes_adpr.msbio	P15531	4830	7	1	17	0.0588235294117647	7.05882352941176	120	701	NME1
NME2	Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1	sp|P22392|NDKB_HUMAN	17 kDa	0	41	skmes_adpr.msbio	P22392	4831	41	1	17	0.0588235294117647	41.0588235294118	698	4101	NME2
NOB1	RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1	sp|Q9ULX3|NOB1_HUMAN	47 kDa	8	8	skmes_adpr.msbio	Q9ULX3	28987	0	0	47	8.02127659574468	8.02127659574468	1	1	NOB1
NOC4L	Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1	sp|Q9BVI4|NOC4L_HUMAN	58 kDa	11	11	skmes_adpr.msbio	Q9BVI4	79050	0	0	58	11.0172413793103	11.0172413793103	1	1	NOC4L
NOLC1	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2	sp|Q14978|NOLC1_HUMAN	74 kDa	2	5	skmes_adpr.msbio	Q14978	9221	3	0.6	74	2.01351351351351	5.01351351351351	2.48993288590604	2.49253731343284	NOLC1
NOMO1	Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5	sp|Q15155|NOMO1_HUMAN	134 kDa	0	4	skmes_adpr.msbio	Q15155	23420	4	1	134	0.00746268656716418	4.00746268656716	537	401	NOMO1
NONO	Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	sp|Q15233|NONO_HUMAN	54 kDa	7	4	skmes_adpr.msbio	Q15233	4841	-3	-0.428571428571429	54	7.01851851851852	4.01851851851852	0.572559366754617	0.572039942938659	NONO
NOP10	H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens GN=NOP10 PE=1 SV=1	sp|Q9NPE3|NOP10_HUMAN	8 kDa	6	8	skmes_adpr.msbio	Q9NPE3	55505	2	0.25	8	6.125	8.125	1.3265306122449	1.33277870216306	NOP10
NOP14	Nucleolar protein 14 OS=Homo sapiens GN=NOP14 PE=1 SV=3	sp|P78316|NOP14_HUMAN	98 kDa	0	3	skmes_adpr.msbio	P78316	8602	3	1	98	0.0102040816326531	3.01020408163265	295	301	NOP14
NOP16	Nucleolar protein 16 OS=Homo sapiens GN=NOP16 PE=1 SV=2	sp|Q9Y3C1|NOP16_HUMAN	21 kDa	8	10	skmes_adpr.msbio	Q9Y3C1	51491	2	0.2	21	8.04761904761905	10.047619047619	1.24852071005917	1.24968789013733	NOP16
NOP56	Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4	sp|O00567|NOP56_HUMAN	66 kDa	16	18	skmes_adpr.msbio	O00567	10528	2	0.111111111111111	66	16.0151515151515	18.0151515151515	1.12488174077578	1.12492192379763	NOP56
NOP58	Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1	sp|Q9Y2X3|NOP58_HUMAN	60 kDa	19	18	skmes_adpr.msbio	Q9Y2X3	51602	-1	-0.0526315789473684	60	19.0166666666667	18.0166666666667	0.947414548641543	0.947396107311941	NOP58
NOSIP	Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1	sp|Q9Y314|NOSIP_HUMAN	33 kDa	58	43	skmes_adpr.msbio	Q9Y314	51070	-15	-0.258620689655172	33	58.030303030303	43.030303030303	0.741514360313316	0.741423892432339	NOSIP
NPM1	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	sp|P06748|NPM_HUMAN	33 kDa	8	19	skmes_adpr.msbio	P06748	4869	11	0.578947368421053	33	8.03030303030303	19.030303030303	2.36981132075472	2.37328339575531	NPM1
NQO1	NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens GN=NQO1 PE=1 SV=1	sp|P15559|NQO1_HUMAN	31 kDa	0	6	skmes_adpr.msbio	P15559	1728	6	1	31	0.032258064516129	6.03225806451613	187	601	NQO1
NR0B1	Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens GN=NR0B1 PE=1 SV=2	sp|P51843|NR0B1_HUMAN	52 kDa	5	0	skmes_adpr.msbio	P51843	190	-5	-1	52	5.01923076923077	0.0192307692307692	0.00383141762452107	0.00199600798403194	NR0B1
NRAS	GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1	sp|P01111|RASN_HUMAN	21 kDa	4	5	skmes_adpr.msbio	P01111	4893	1	0.2	21	4.04761904761905	5.04761904761905	1.24705882352941	1.24937655860349	NRAS
NSMCE2	E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2	sp|Q96MF7|NSE2_HUMAN	28 kDa	5	7	skmes_adpr.msbio	Q96MF7	286053	2	0.285714285714286	28	5.03571428571429	7.03571428571429	1.39716312056738	1.39920159680639	NSMCE2
NSRP1	Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1	sp|Q9H0G5|NSRP1_HUMAN	66 kDa	38	24	skmes_adpr.msbio	Q9H0G5	84081	-14	-0.368421052631579	66	38.0151515151515	24.0151515151515	0.631725787166202	0.631675874769797	NSRP1
NTPCR	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	sp|Q9BSD7|NTPCR_HUMAN	21 kDa	0	2	skmes_adpr.msbio	Q9BSD7	84284	2	1	21	0.0476190476190476	2.04761904761905	43	201	NTPCR
NUDT21	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	sp|O43809|CPSF5_HUMAN	26 kDa	12	14	skmes_adpr.msbio	O43809	11051	2	0.142857142857143	26	12.0384615384615	14.0384615384615	1.16613418530351	1.16652789342215	NUDT21
NUFIP2	Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1	sp|Q7Z417|NUFP2_HUMAN	76 kDa	33	33	skmes_adpr.msbio	Q7Z417	57532	0	0	76	33.0131578947368	33.0131578947368	1	1	NUFIP2
NUMA1	Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	sp|Q14980|NUMA1_HUMAN	238 kDa	11	26	skmes_adpr.msbio	Q14980	4926	15	0.576923076923077	238	11.0042016806723	26.0042016806723	2.3631156930126	2.36239782016349	NUMA1
NUMB	Protein numb homolog OS=Homo sapiens GN=NUMB PE=1 SV=2	sp|P49757|NUMB_HUMAN	71 kDa	4	5	skmes_adpr.msbio	P49757	8650	1	0.2	71	4.01408450704225	5.01408450704225	1.24912280701754	1.24937655860349	NUMB
NUP155	Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1	sp|O75694|NU155_HUMAN	155 kDa	28	21	skmes_adpr.msbio	O75694	9631	-7	-0.25	155	28.0064516129032	21.0064516129032	0.750057590416955	0.750089253837915	NUP155
NUP205	Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3	sp|Q92621|NU205_HUMAN	228 kDa	5	0	skmes_adpr.msbio	Q92621	23165	-5	-1	228	5.00438596491228	0.0043859649122807	0.000876424189307625	0.00199600798403194	NUP205
NUP214	Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2	sp|P35658|NU214_HUMAN	214 kDa	2	2	skmes_adpr.msbio	P35658	8021	0	0	214	2.00467289719626	2.00467289719626	1	1	NUP214
NUP54	Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2	sp|Q7Z3B4|NUP54_HUMAN	55 kDa	2	0	skmes_adpr.msbio	Q7Z3B4	53371	-2	-1	55	2.01818181818182	0.0181818181818182	0.00900900900900901	0.00497512437810945	NUP54
NUP93	Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2	sp|Q8N1F7|NUP93_HUMAN	93 kDa	2	2	skmes_adpr.msbio	Q8N1F7	9688	0	0	93	2.01075268817204	2.01075268817204	1	1	NUP93
NUSAP1	Nucleolar and spindle-associated protein 1 OS=Homo sapiens GN=NUSAP1 PE=1 SV=1	sp|Q9BXS6|NUSAP_HUMAN	49 kDa	11	5	skmes_adpr.msbio	Q9BXS6	51203	-6	-0.545454545454545	49	11.0204081632653	5.02040816326531	0.455555555555555	0.455040871934605	NUSAP1
ODF2	Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2 PE=1 SV=1	sp|Q5BJF6|ODFP2_HUMAN	95 kDa	2	0	skmes_adpr.msbio	Q5BJF6	4957	-2	-1	95	2.01052631578947	0.0105263157894737	0.00523560209424084	0.00497512437810945	ODF2
OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens GN=OGFOD3 PE=1 SV=2	sp|Q6PK18|OGFD3_HUMAN	36 kDa	3	3	skmes_adpr.msbio	Q6PK18	79701	0	0	36	3.02777777777778	3.02777777777778	1	1	OGFOD3
OPA1	Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3	sp|O60313|OPA1_HUMAN	112 kDa	4	2	skmes_adpr.msbio	O60313	4976	-2	-0.5	112	4.00892857142857	2.00892857142857	0.501113585746103	0.501246882793017	OPA1
ORC6	Origin recognition complex subunit 6 OS=Homo sapiens GN=ORC6 PE=1 SV=1	sp|Q9Y5N6|ORC6_HUMAN	28 kDa	2	2	skmes_adpr.msbio	Q9Y5N6	23594	0	0	28	2.03571428571429	2.03571428571429	1	1	ORC6
OTUD3	OTU domain-containing protein 3 OS=Homo sapiens GN=OTUD3 PE=1 SV=1	sp|Q5T2D3|OTUD3_HUMAN	45 kDa	0	2	skmes_adpr.msbio	Q5T2D3	23252	2	1	45	0.0222222222222222	2.02222222222222	91	201	OTUD3
P4HB	Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3	sp|P07237|PDIA1_HUMAN	57 kDa	2	38	skmes_adpr.msbio	P07237	5034	36	0.947368421052632	57	2.01754385964912	38.0175438596491	18.8434782608696	18.910447761194	P4HB
