genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.PARP14m3.DMSO_SpC	SKMES1.PARP14m3.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
MVP	Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4	sp|Q14764|MVP_HUMAN	99 kDa	31	0	skmes_parp14m3.adpr.msbio	Q14764	9961	-31	-1	99	31.010101010101	0.0101010101010101	0.000325732899022801	0.000322476620445018	MVP
MYH10	Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3	sp|P35580|MYH10_HUMAN	229 kDa	2	0	skmes_parp14m3.adpr.msbio	P35580	4628	-2	-1	229	2.00436681222707	0.00436681222707424	0.00217864923747277	0.00497512437810945	MYH10
MYO9B	Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B PE=1 SV=3	sp|Q13459|MYO9B_HUMAN	243 kDa	2	0	skmes_parp14m3.adpr.msbio	Q13459	4650	-2	-1	243	2.00411522633745	0.00411522633744856	0.00205338809034908	0.00497512437810945	MYO9B
NACC1	Nucleus accumbens-associated protein 1 OS=Homo sapiens GN=NACC1 PE=1 SV=1	sp|Q96RE7|NACC1_HUMAN	57 kDa	14	12	skmes_parp14m3.adpr.msbio	Q96RE7	112939	-2	-0.142857142857143	57	14.0175438596491	12.0175438596491	0.857321652065081	0.857244825124911	NACC1
NAV1	Neuron navigator 1 OS=Homo sapiens GN=NAV1 PE=1 SV=2	sp|Q8NEY1|NAV1_HUMAN	202 kDa	7	2	skmes_parp14m3.adpr.msbio	Q8NEY1	89796	-5	-0.714285714285714	202	7.0049504950495	2.0049504950495	0.286219081272085	0.286733238231098	NAV1
NCCRP1	F-box only protein 50 OS=Homo sapiens GN=NCCRP1 PE=1 SV=1	sp|Q6ZVX7|FBX50_HUMAN	31 kDa	2	0	skmes_parp14m3.adpr.msbio	Q6ZVX7	342897	-2	-1	31	2.03225806451613	0.032258064516129	0.0158730158730159	0.00497512437810945	NCCRP1
NCL	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	sp|P19338|NUCL_HUMAN	77 kDa	21	24	skmes_parp14m3.adpr.msbio	P19338	4691	3	0.125	77	21.012987012987	24.012987012987	1.14276885043263	1.14278914802475	NCL
NCOA1	Nuclear receptor coactivator 1 OS=Homo sapiens GN=NCOA1 PE=1 SV=3	sp|Q15788|NCOA1_HUMAN	157 kDa	18	0	skmes_parp14m3.adpr.msbio	Q15788	8648	-18	-1	157	18.0063694267516	0.00636942675159236	0.000353731871241599	0.000555247084952804	NCOA1
NCOA2	Nuclear receptor coactivator 2 OS=Homo sapiens GN=NCOA2 PE=1 SV=2	sp|Q15596|NCOA2_HUMAN	159 kDa	35	5	skmes_parp14m3.adpr.msbio	Q15596	10499	-30	-0.857142857142857	159	35.0062893081761	5.0062893081761	0.14301113905857	0.143101970865467	NCOA2
NCOA3	Nuclear receptor coactivator 3 OS=Homo sapiens GN=NCOA3 PE=1 SV=1	sp|Q9Y6Q9|NCOA3_HUMAN	155 kDa	0	14	skmes_parp14m3.adpr.msbio	Q9Y6Q9	8202	14	1	155	0.00645161290322581	14.0064516129032	2171	1401	NCOA3
NCOR1	Nuclear receptor corepressor 1 OS=Homo sapiens GN=NCOR1 PE=1 SV=2	sp|O75376|NCOR1_HUMAN	270 kDa	102	70	skmes_parp14m3.adpr.msbio	O75376	9611	-32	-0.313725490196078	270	102.003703703704	70.0037037037037	0.686285901020297	0.686305264189785	NCOR1
NCOR2	Nuclear receptor corepressor 2 OS=Homo sapiens GN=NCOR2 PE=1 SV=2	sp|Q9Y618|NCOR2_HUMAN	275 kDa	116	113	skmes_parp14m3.adpr.msbio	Q9Y618	9612	-3	-0.0258620689655172	275	116.003636363636	113.003636363636	0.974138741732234	0.974140160331006	NCOR2
NDC80	Kinetochore protein NDC80 homolog OS=Homo sapiens GN=NDC80 PE=1 SV=1	sp|O14777|NDC80_HUMAN	74 kDa	26	24	skmes_parp14m3.adpr.msbio	O14777	10403	-2	-0.0769230769230769	74	26.0135135135135	24.0135135135135	0.923116883116883	0.923106497500961	NDC80
NDE1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	sp|Q9NXR1|NDE1_HUMAN	39 kDa	3	3	skmes_parp14m3.adpr.msbio	Q9NXR1	54820	0	0	39	3.02564102564103	3.02564102564103	1	1	NDE1
NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens GN=NDUFA12 PE=1 SV=1	sp|Q9UI09|NDUAC_HUMAN	17 kDa	5	2	skmes_parp14m3.adpr.msbio	Q9UI09	55967	-3	-0.6	17	5.05882352941176	2.05882352941176	0.406976744186047	0.401197604790419	NDUFA12
NDUFA4	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1	sp|O00483|NDUA4_HUMAN	9 kDa	4	5	skmes_parp14m3.adpr.msbio	O00483	4697	1	0.2	9	4.11111111111111	5.11111111111111	1.24324324324324	1.24937655860349	NDUFA4
NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3	sp|O95182|NDUA7_HUMAN	13 kDa	0	5	skmes_parp14m3.adpr.msbio	O95182	4701	5	1	13	0.0769230769230769	5.07692307692308	66	501	NDUFA7
NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1	sp|Q8N183|NDUF2_HUMAN	20 kDa	2	2	skmes_parp14m3.adpr.msbio	Q8N183	91942	0	0	20	2.05	2.05	1	1	NDUFAF2
NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens GN=NDUFAF4 PE=1 SV=1	sp|Q9P032|NDUF4_HUMAN	20 kDa	3	0	skmes_parp14m3.adpr.msbio	Q9P032	29078	-3	-1	20	3.05	0.05	0.0163934426229508	0.00332225913621263	NDUFAF4
NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Homo sapiens GN=NDUFAF6 PE=1 SV=2	sp|Q330K2|NDUF6_HUMAN	38 kDa	2	0	skmes_parp14m3.adpr.msbio	Q330K2	137682	-2	-1	38	2.02631578947368	0.0263157894736842	0.012987012987013	0.00497512437810945	NDUFAF6
NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3	sp|O95168|NDUB4_HUMAN	15 kDa	5	7	skmes_parp14m3.adpr.msbio	O95168	4710	2	0.285714285714286	15	5.06666666666667	7.06666666666667	1.39473684210526	1.39920159680639	NDUFB4
NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens GN=NDUFS5 PE=1 SV=3	sp|O43920|NDUS5_HUMAN	13 kDa	4	3	skmes_parp14m3.adpr.msbio	O43920	4725	-1	-0.25	13	4.07692307692308	3.07692307692308	0.754716981132076	0.750623441396509	NDUFS5
NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4	sp|P49821|NDUV1_HUMAN	51 kDa	4	5	skmes_parp14m3.adpr.msbio	P49821	4723	1	0.2	51	4.01960784313725	5.01960784313725	1.24878048780488	1.24937655860349	NDUFV1
NIPSNAP1	Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1	sp|Q9BPW8|NIPS1_HUMAN	33 kDa	10	3	skmes_parp14m3.adpr.msbio	Q9BPW8	8508	-7	-0.7	33	10.030303030303	3.03030303030303	0.302114803625378	0.300699300699301	NIPSNAP1
NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Homo sapiens GN=NKIRAS2 PE=1 SV=1	sp|Q9NYR9|KBRS2_HUMAN	22 kDa	2	4	skmes_parp14m3.adpr.msbio	Q9NYR9	28511	2	0.5	22	2.04545454545455	4.04545454545455	1.97777777777778	1.99502487562189	NKIRAS2
NOB1	RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1	sp|Q9ULX3|NOB1_HUMAN	47 kDa	4	0	skmes_parp14m3.adpr.msbio	Q9ULX3	28987	-4	-1	47	4.02127659574468	0.0212765957446809	0.00529100529100529	0.00249376558603491	NOB1
NOLC1	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2	sp|Q14978|NOLC1_HUMAN	74 kDa	19	15	skmes_parp14m3.adpr.msbio	Q14978	9221	-4	-0.210526315789474	74	19.0135135135135	15.0135135135135	0.789623312011372	0.789584429247764	NOLC1
NOMO3	Nodal modulator 3 OS=Homo sapiens GN=NOMO3 PE=3 SV=2	sp|P69849|NOMO3_HUMAN (+2)	134 kDa	2	0	skmes_parp14m3.adpr.msbio	P69849	408050	-2	-1	134	2.00746268656716	0.00746268656716418	0.00371747211895911	0.00497512437810945	NOMO3
NONO	Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	sp|Q15233|NONO_HUMAN	54 kDa	51	56	skmes_parp14m3.adpr.msbio	Q15233	4841	5	0.0892857142857143	54	51.0185185185185	56.0185185185185	1.09800362976407	1.0980199960792	NONO
NOSIP	Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1	sp|Q9Y314|NOSIP_HUMAN	33 kDa	2	0	skmes_parp14m3.adpr.msbio	Q9Y314	51070	-2	-1	33	2.03030303030303	0.0303030303030303	0.0149253731343284	0.00497512437810945	NOSIP
NPM1	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	sp|P06748|NPM_HUMAN	33 kDa	11	13	skmes_parp14m3.adpr.msbio	P06748	4869	2	0.153846153846154	33	11.030303030303	13.030303030303	1.18131868131868	1.18165304268847	NPM1
NQO1	NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens GN=NQO1 PE=1 SV=1	sp|P15559|NQO1_HUMAN	31 kDa	15	21	skmes_parp14m3.adpr.msbio	P15559	1728	6	0.285714285714286	31	15.0322580645161	21.0322580645161	1.39914163090129	1.39973351099267	NQO1
NR0B1	Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens GN=NR0B1 PE=1 SV=2	sp|P51843|NR0B1_HUMAN	52 kDa	43	8	skmes_parp14m3.adpr.msbio	P51843	190	-35	-0.813953488372093	52	43.0192307692308	8.01923076923077	0.186410371032633	0.186235759125785	NR0B1
NSMCE2	E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2	sp|Q96MF7|NSE2_HUMAN	28 kDa	2	2	skmes_parp14m3.adpr.msbio	Q96MF7	286053	0	0	28	2.03571428571429	2.03571428571429	1	1	NSMCE2
NTPCR	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	sp|Q9BSD7|NTPCR_HUMAN	21 kDa	12	12	skmes_parp14m3.adpr.msbio	Q9BSD7	84284	0	0	21	12.047619047619	12.047619047619	1	1	NTPCR
NUDT21	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	sp|O43809|CPSF5_HUMAN	26 kDa	44	34	skmes_parp14m3.adpr.msbio	O43809	11051	-10	-0.227272727272727	26	44.0384615384615	34.0384615384615	0.77292576419214	0.772778913883208	NUDT21
NUFIP2	Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1	sp|Q7Z417|NUFP2_HUMAN	76 kDa	0	7	skmes_parp14m3.adpr.msbio	Q7Z417	57532	7	1	76	0.0131578947368421	7.01315789473684	533	701	NUFIP2
NUMA1	Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	sp|Q14980|NUMA1_HUMAN	238 kDa	0	6	skmes_parp14m3.adpr.msbio	Q14980	4926	6	1	238	0.00420168067226891	6.00420168067227	1429	601	NUMA1
NUMBL	Numb-like protein OS=Homo sapiens GN=NUMBL PE=1 SV=1	sp|Q9Y6R0|NUMBL_HUMAN	65 kDa	6	7	skmes_parp14m3.adpr.msbio	Q9Y6R0	9253	1	0.142857142857143	65	6.01538461538462	7.01538461538462	1.16624040920716	1.16638935108153	NUMBL
NYAP2	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2 OS=Homo sapiens GN=NYAP2 PE=1 SV=3	sp|Q9P242|NYAP2_HUMAN	71 kDa	2	0	skmes_parp14m3.adpr.msbio	Q9P242	57624	-2	-1	71	2.01408450704225	0.0140845070422535	0.00699300699300699	0.00497512437810945	NYAP2
OCIAD2	OCIA domain-containing protein 2 OS=Homo sapiens GN=OCIAD2 PE=1 SV=1	sp|Q56VL3|OCAD2_HUMAN	17 kDa	20	22	skmes_parp14m3.adpr.msbio	Q56VL3	132299	2	0.0909090909090909	17	20.0588235294118	22.0588235294118	1.09970674486804	1.09995002498751	OCIAD2
OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens GN=OGFOD3 PE=1 SV=2	sp|Q6PK18|OGFD3_HUMAN	36 kDa	6	6	skmes_parp14m3.adpr.msbio	Q6PK18	79701	0	0	36	6.02777777777778	6.02777777777778	1	1	OGFOD3
OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	sp|O15294|OGT1_HUMAN	117 kDa	8	0	skmes_parp14m3.adpr.msbio	O15294	8473	-8	-1	117	8.00854700854701	0.00854700854700855	0.00106723585912487	0.00124843945068664	OGT
OPA1	Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3	sp|O60313|OPA1_HUMAN	112 kDa	10	7	skmes_parp14m3.adpr.msbio	O60313	4976	-3	-0.3	112	10.0089285714286	7.00892857142857	0.700267618198038	0.7002997002997	OPA1
OSBPL3	Oxysterol-binding protein-related protein 3 OS=Homo sapiens GN=OSBPL3 PE=1 SV=1	sp|Q9H4L5|OSBL3_HUMAN	101 kDa	4	0	skmes_parp14m3.adpr.msbio	Q9H4L5	26031	-4	-1	101	4.00990099009901	0.0099009900990099	0.00246913580246914	0.00249376558603491	OSBPL3
OTUD4	OTU domain-containing protein 4 OS=Homo sapiens GN=OTUD4 PE=1 SV=4	sp|Q01804|OTUD4_HUMAN	124 kDa	20	9	skmes_parp14m3.adpr.msbio	Q01804	54726	-11	-0.55	124	20.008064516129	9.00806451612903	0.450221684804514	0.450274862568716	OTUD4
P4HA1	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2	sp|P13674|P4HA1_HUMAN	61 kDa	0	2	skmes_parp14m3.adpr.msbio	P13674	5033	2	1	61	0.0163934426229508	2.01639344262295	123	201	P4HA1
PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	sp|P11940|PABP1_HUMAN	71 kDa	34	31	skmes_parp14m3.adpr.msbio	P11940	26986	-3	-0.0882352941176471	71	34.0140845070423	31.0140845070423	0.911801242236025	0.91179064980888	PABPC1
PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	sp|Q13310|PABP4_HUMAN	71 kDa	25	0	skmes_parp14m3.adpr.msbio	Q13310	8761	-25	-1	71	25.0140845070423	0.0140845070422535	0.000563063063063063	0.00039984006397441	PABPC4
PAIP1	Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens GN=PAIP1 PE=1 SV=1	sp|Q9H074|PAIP1_HUMAN	54 kDa	0	5	skmes_parp14m3.adpr.msbio	Q9H074	10605	5	1	54	0.0185185185185185	5.01851851851852	271	501	PAIP1
PAK4	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	sp|O96013|PAK4_HUMAN	64 kDa	27	42	skmes_parp14m3.adpr.msbio	O96013	10298	15	0.357142857142857	64	27.015625	42.015625	1.55523423944477	1.55534987041836	PAK4
PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	sp|Q8WX93|PALLD_HUMAN	151 kDa	6	7	skmes_parp14m3.adpr.msbio	Q8WX93	23022	1	0.142857142857143	151	6.00662251655629	7.00662251655629	1.1664829106946	1.16638935108153	PALLD
PAM16	Mitochondrial import inner membrane translocase subunit TIM16 OS=Homo sapiens GN=PAM16 PE=1 SV=2	sp|Q9Y3D7|TIM16_HUMAN	14 kDa	6	3	skmes_parp14m3.adpr.msbio	Q9Y3D7	51025	-3	-0.5	14	6.07142857142857	3.07142857142857	0.505882352941177	0.500831946755408	PAM16
PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	sp|P09874|PARP1_HUMAN	113 kDa	32	19	skmes_parp14m3.adpr.msbio	P09874	142	-13	-0.40625	113	32.0088495575221	19.0088495575221	0.593862316837158	0.593876913464542	PARP1
PARP14	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3	sp|Q460N5|PAR14_HUMAN	203 kDa	621	506	skmes_parp14m3.adpr.msbio	Q460N5	54625	-115	-0.185185185185185	203	621.004926108374	506.004926108374	0.814816283792359	0.814817796814866	PARP14
PARP4	Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3	sp|Q9UKK3|PARP4_HUMAN	193 kDa	27	5	skmes_parp14m3.adpr.msbio	Q9UKK3	143	-22	-0.814814814814815	193	27.0051813471503	5.00518134715026	0.185341519570223	0.185486856719733	PARP4
PAXBP1	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2	sp|Q9Y5B6|PAXB1_HUMAN	105 kDa	5	5	skmes_parp14m3.adpr.msbio	Q9Y5B6	94104	0	0	105	5.00952380952381	5.00952380952381	1	1	PAXBP1
PBDC1	Protein PBDC1 OS=Homo sapiens GN=PBDC1 PE=1 SV=1	sp|Q9BVG4|PBDC1_HUMAN	26 kDa	15	14	skmes_parp14m3.adpr.msbio	Q9BVG4	51260	-1	-0.0666666666666667	26	15.0384615384615	14.0384615384615	0.933503836317136	0.933377748167888	PBDC1
PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=1 SV=1	sp|Q96AQ6|PBIP1_HUMAN	81 kDa	0	2	skmes_parp14m3.adpr.msbio	Q96AQ6	57326	2	1	81	0.0123456790123457	2.01234567901235	163	201	PBXIP1
PCBP1	Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	sp|Q15365|PCBP1_HUMAN	37 kDa	5	5	skmes_parp14m3.adpr.msbio	Q15365	5093	0	0	37	5.02702702702703	5.02702702702703	1	1	PCBP1
PCBP2	Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	sp|Q15366|PCBP2_HUMAN	39 kDa	4	0	skmes_parp14m3.adpr.msbio	Q15366	5094	-4	-1	39	4.02564102564103	0.0256410256410256	0.00636942675159236	0.00249376558603491	PCBP2
PCID2	PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2	sp|Q5JVF3|PCID2_HUMAN	46 kDa	3	0	skmes_parp14m3.adpr.msbio	Q5JVF3	55795	-3	-1	46	3.02173913043478	0.0217391304347826	0.00719424460431655	0.00332225913621263	PCID2
PCNT	Pericentrin OS=Homo sapiens GN=PCNT PE=1 SV=4	sp|O95613|PCNT_HUMAN	378 kDa	3	2	skmes_parp14m3.adpr.msbio	O95613	5116	-1	-0.333333333333333	378	3.0026455026455	2.0026455026455	0.666960352422908	0.667774086378737	PCNT
PDCD10	Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1	sp|Q9BUL8|PDC10_HUMAN	25 kDa	0	2	skmes_parp14m3.adpr.msbio	Q9BUL8	11235	2	1	25	0.04	2.04	51	201	PDCD10
PDF	Peptide deformylase, mitochondrial OS=Homo sapiens GN=PDF PE=1 SV=1	sp|Q9HBH1|DEFM_HUMAN	27 kDa	2	2	skmes_parp14m3.adpr.msbio	Q9HBH1	64146	0	0	27	2.03703703703704	2.03703703703704	1	1	PDF
PDLIM7	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	sp|Q9NR12|PDLI7_HUMAN	50 kDa	38	40	skmes_parp14m3.adpr.msbio	Q9NR12	9260	2	0.05	50	38.02	40.02	1.05260389268806	1.05261773217574	PDLIM7
PES1	Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1	sp|O00541|PESC_HUMAN	68 kDa	4	0	skmes_parp14m3.adpr.msbio	O00541	23481	-4	-1	68	4.01470588235294	0.0147058823529412	0.00366300366300366	0.00249376558603491	PES1
PEX11B	Peroxisomal membrane protein 11B OS=Homo sapiens GN=PEX11B PE=1 SV=1	sp|O96011|PX11B_HUMAN	28 kDa	10	5	skmes_parp14m3.adpr.msbio	O96011	8799	-5	-0.5	28	10.0357142857143	5.03571428571429	0.501779359430605	0.500499500499501	PEX11B
PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	sp|P17858|PFKAL_HUMAN	85 kDa	59	62	skmes_parp14m3.adpr.msbio	P17858	5211	3	0.0483870967741935	85	59.0117647058824	62.0117647058824	1.05083732057416	1.05083884087443	PFKL
PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	sp|P08237|PFKAM_HUMAN	85 kDa	17	12	skmes_parp14m3.adpr.msbio	P08237	5213	-5	-0.294117647058824	85	17.0117647058824	12.0117647058824	0.706085753803596	0.706055261610817	PFKM
PFKP	ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2	sp|Q01813|PFKAP_HUMAN	86 kDa	110	98	skmes_parp14m3.adpr.msbio	Q01813	5214	-12	-0.109090909090909	86	110.011627906977	98.0116279069767	0.890920621498784	0.890919007362967	PFKP
PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	sp|P07737|PROF1_HUMAN	15 kDa	13	0	skmes_parp14m3.adpr.msbio	P07737	5216	-13	-1	15	13.0666666666667	0.0666666666666667	0.00510204081632653	0.000768639508070715	PFN1
PGK1	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	sp|P00558|PGK1_HUMAN	45 kDa	5	0	skmes_parp14m3.adpr.msbio	P00558	5230	-5	-1	45	5.02222222222222	0.0222222222222222	0.00442477876106195	0.00199600798403194	PGK1
PHB	Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1	sp|P35232|PHB_HUMAN	30 kDa	13	7	skmes_parp14m3.adpr.msbio	P35232	5245	-6	-0.461538461538462	30	13.0333333333333	7.03333333333333	0.539641943734015	0.538816295157571	PHB
PHB2	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	sp|Q99623|PHB2_HUMAN	33 kDa	16	8	skmes_parp14m3.adpr.msbio	Q99623	11331	-8	-0.5	33	16.030303030303	8.03030303030303	0.500945179584121	0.500312304809494	PHB2
PHF5A	PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	sp|Q7RTV0|PHF5A_HUMAN	12 kDa	17	17	skmes_parp14m3.adpr.msbio	Q7RTV0	84844	0	0	12	17.0833333333333	17.0833333333333	1	1	PHF5A
PHGDH	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	sp|O43175|SERA_HUMAN	57 kDa	8	10	skmes_parp14m3.adpr.msbio	O43175	26227	2	0.2	57	8.01754385964912	10.0175438596491	1.24945295404814	1.24968789013733	PHGDH
PHLDA1	Pleckstrin homology-like domain family A member 1 OS=Homo sapiens GN=PHLDA1 PE=1 SV=4	sp|Q8WV24|PHLA1_HUMAN	45 kDa	46	46	skmes_parp14m3.adpr.msbio	Q8WV24	22822	0	0	45	46.0222222222222	46.0222222222222	1	1	PHLDA1
PHLDA2	Pleckstrin homology-like domain family A member 2 OS=Homo sapiens GN=PHLDA2 PE=1 SV=2	sp|Q53GA4|PHLA2_HUMAN	17 kDa	2	0	skmes_parp14m3.adpr.msbio	Q53GA4	7262	-2	-1	17	2.05882352941176	0.0588235294117647	0.0285714285714286	0.00497512437810945	PHLDA2
PHLDB1	Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 PE=1 SV=1	sp|Q86UU1|PHLB1_HUMAN	151 kDa	4	0	skmes_parp14m3.adpr.msbio	Q86UU1	23187	-4	-1	151	4.00662251655629	0.00662251655629139	0.00165289256198347	0.00249376558603491	PHLDB1
PHLDB2	Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2	sp|Q86SQ0|PHLB2_HUMAN	142 kDa	36	12	skmes_parp14m3.adpr.msbio	Q86SQ0	90102	-24	-0.666666666666667	142	36.0070422535211	12.0070422535211	0.333463719929591	0.333518467092474	PHLDB2
PHYH	Phytanoyl-CoA dioxygenase, peroxisomal OS=Homo sapiens GN=PHYH PE=1 SV=1	sp|O14832|PAHX_HUMAN	39 kDa	3	3	skmes_parp14m3.adpr.msbio	O14832	5264	0	0	39	3.02564102564103	3.02564102564103	1	1	PHYH
PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3	sp|Q99570|PI3R4_HUMAN	153 kDa	5	0	skmes_parp14m3.adpr.msbio	Q99570	30849	-5	-1	153	5.00653594771242	0.0065359477124183	0.00130548302872063	0.00199600798403194	PIK3R4
PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1	sp|Q9Y237|PIN4_HUMAN	14 kDa	23	34	skmes_parp14m3.adpr.msbio	Q9Y237	5303	11	0.323529411764706	14	23.0714285714286	34.0714285714286	1.47678018575851	1.4780530204259	PIN4
PIP	Prolactin-inducible protein OS=Homo sapiens GN=PIP PE=1 SV=1	sp|P12273|PIP_HUMAN	17 kDa	5	0	skmes_parp14m3.adpr.msbio	P12273	5304	-5	-1	17	5.05882352941176	0.0588235294117647	0.0116279069767442	0.00199600798403194	PIP
PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	sp|P14618|KPYM_HUMAN	58 kDa	11	7	skmes_parp14m3.adpr.msbio	P14618	5315	-4	-0.363636363636364	58	11.0172413793103	7.01724137931035	0.636932707355243	0.63669391462307	PKM
PKP1	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	sp|Q13835|PKP1_HUMAN	83 kDa	11	4	skmes_parp14m3.adpr.msbio	Q13835	5317	-7	-0.636363636363636	83	11.0120481927711	4.01204819277108	0.364332603938731	0.364214350590372	PKP1
PKP2	Plakophilin-2 OS=Homo sapiens GN=PKP2 PE=1 SV=2	sp|Q99959|PKP2_HUMAN	97 kDa	0	3	skmes_parp14m3.adpr.msbio	Q99959	5318	3	1	97	0.0103092783505155	3.01030927835052	292	301	PKP2
PKP3	Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1	sp|Q9Y446|PKP3_HUMAN	87 kDa	16	7	skmes_parp14m3.adpr.msbio	Q9Y446	11187	-9	-0.5625	87	16.0114942528736	7.01149425287356	0.437903804737976	0.437851342910681	PKP3
