genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.Dox_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
MYOF	Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1	sp|Q9NZM1|MYOF_HUMAN	235 kDa	13	9	skmes_dox.adpr.msbio	Q9NZM1	26509	-4	-0.307692307692308	235	13.0042553191489	9.00425531914894	0.692408376963351	0.692544196771714	MYOF
NAB1	NGFI-A-binding protein 1 OS=Homo sapiens GN=NAB1 PE=1 SV=2	sp|Q13506|NAB1_HUMAN	54 kDa	0	2	skmes_dox.adpr.msbio	Q13506	4664	2	1	54	0.0185185185185185	2.01851851851852	109	201	NAB1
NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1	sp|E9PAV3|NACAM_HUMAN (+1)	205 kDa	2	4	skmes_dox.adpr.msbio	E9PAV3	4666	2	0.5	205	2.00487804878049	4.00487804878049	1.99756690997567	1.99502487562189	NACA
NACC1	Nucleus accumbens-associated protein 1 OS=Homo sapiens GN=NACC1 PE=1 SV=1	sp|Q96RE7|NACC1_HUMAN	57 kDa	3	4	skmes_dox.adpr.msbio	Q96RE7	112939	1	0.25	57	3.01754385964912	4.01754385964912	1.33139534883721	1.33222591362126	NACC1
NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1 OS=Homo sapiens GN=NAF1 PE=1 SV=2	sp|Q96HR8|NAF1_HUMAN	54 kDa	2	3	skmes_dox.adpr.msbio	Q96HR8	92345	1	0.333333333333333	54	2.01851851851852	3.01851851851852	1.4954128440367	1.49751243781095	NAF1
NAMPT	Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1	sp|P43490|NAMPT_HUMAN	56 kDa	3	0	skmes_dox.adpr.msbio	P43490	10135	-3	-1	56	3.01785714285714	0.0178571428571429	0.00591715976331361	0.00332225913621263	NAMPT
NAT10	RNA cytidine acetyltransferase OS=Homo sapiens GN=NAT10 PE=1 SV=2	sp|Q9H0A0|NAT10_HUMAN	116 kDa	3	0	skmes_dox.adpr.msbio	Q9H0A0	55226	-3	-1	116	3.00862068965517	0.00862068965517241	0.00286532951289398	0.00332225913621263	NAT10
NCCRP1	F-box only protein 50 OS=Homo sapiens GN=NCCRP1 PE=1 SV=1	sp|Q6ZVX7|FBX50_HUMAN	31 kDa	3	8	skmes_dox.adpr.msbio	Q6ZVX7	342897	5	0.625	31	3.03225806451613	8.03225806451613	2.64893617021277	2.66112956810631	NCCRP1
NCL	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	sp|P19338|NUCL_HUMAN	77 kDa	14	20	skmes_dox.adpr.msbio	P19338	4691	6	0.3	77	14.012987012987	20.012987012987	1.42817423540315	1.42826552462527	NCL
NCOA1	Nuclear receptor coactivator 1 OS=Homo sapiens GN=NCOA1 PE=1 SV=3	sp|Q15788|NCOA1_HUMAN	157 kDa	0	3	skmes_dox.adpr.msbio	Q15788	8648	3	1	157	0.00636942675159236	3.00636942675159	472	301	NCOA1
NCOA2	Nuclear receptor coactivator 2 OS=Homo sapiens GN=NCOA2 PE=1 SV=2	sp|Q15596|NCOA2_HUMAN	159 kDa	0	9	skmes_dox.adpr.msbio	Q15596	10499	9	1	159	0.00628930817610063	9.0062893081761	1432	901	NCOA2
NDUFA4	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1	sp|O00483|NDUA4_HUMAN	9 kDa	4	4	skmes_dox.adpr.msbio	O00483	4697	0	0	9	4.11111111111111	4.11111111111111	1	1	NDUFA4
NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1	sp|Q8N183|NDUF2_HUMAN	20 kDa	2	4	skmes_dox.adpr.msbio	Q8N183	91942	2	0.5	20	2.05	4.05	1.97560975609756	1.99502487562189	NDUFAF2
NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens GN=NDUFS5 PE=1 SV=3	sp|O43920|NDUS5_HUMAN	13 kDa	2	0	skmes_dox.adpr.msbio	O43920	4725	-2	-1	13	2.07692307692308	0.0769230769230769	0.037037037037037	0.00497512437810945	NDUFS5
NEK1	Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1 PE=1 SV=2	sp|Q96PY6|NEK1_HUMAN	143 kDa	6	0	skmes_dox.adpr.msbio	Q96PY6	4750	-6	-1	143	6.00699300699301	0.00699300699300699	0.00116414435389988	0.00166389351081531	NEK1
NELFB	Negative elongation factor B OS=Homo sapiens GN=NELFB PE=1 SV=1	sp|Q8WX92|NELFB_HUMAN	66 kDa	2	7	skmes_dox.adpr.msbio	Q8WX92	25920	5	0.714285714285714	66	2.01515151515152	7.01515151515152	3.4812030075188	3.48756218905473	NELFB
NELFE	Negative elongation factor E OS=Homo sapiens GN=NELFE PE=1 SV=3	sp|P18615|NELFE_HUMAN	43 kDa	14	9	skmes_dox.adpr.msbio	P18615	7936	-5	-0.357142857142857	43	14.0232558139535	9.02325581395349	0.643449419568823	0.643112062812277	NELFE
NEMF	Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4	sp|O60524|NEMF_HUMAN	123 kDa	10	11	skmes_dox.adpr.msbio	O60524	9147	1	0.0909090909090909	123	10.0081300813008	11.0081300813008	1.09991876523152	1.0999000999001	NEMF
NF2	Merlin OS=Homo sapiens GN=NF2 PE=1 SV=1	sp|P35240|MERL_HUMAN	70 kDa	59	55	skmes_dox.adpr.msbio	P35240	4771	-4	-0.0677966101694915	70	59.0142857142857	55.0142857142857	0.932219801500847	0.932214878834096	NF2
NHP2	H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens GN=NHP2 PE=1 SV=1	sp|Q9NX24|NHP2_HUMAN	17 kDa	0	2	skmes_dox.adpr.msbio	Q9NX24	55651	2	1	17	0.0588235294117647	2.05882352941176	35	201	NHP2
NIPSNAP1	Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1	sp|Q9BPW8|NIPS1_HUMAN	33 kDa	31	49	skmes_dox.adpr.msbio	Q9BPW8	8508	18	0.36734693877551	33	31.030303030303	49.030303030303	1.580078125	1.58045791680103	NIPSNAP1
NIPSNAP2	Protein NipSnap homolog 2 OS=Homo sapiens GN=NIPSNAP2 PE=1 SV=1	sp|O75323|NIPS2_HUMAN	34 kDa	8	7	skmes_dox.adpr.msbio	O75323	2631	-1	-0.125	34	8.02941176470588	7.02941176470588	0.875457875457875	0.875156054931336	NIPSNAP2
NMT1	Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2	sp|P30419|NMT1_HUMAN	57 kDa	2	0	skmes_dox.adpr.msbio	P30419	4836	-2	-1	57	2.01754385964912	0.0175438596491228	0.00869565217391304	0.00497512437810945	NMT1
NOB1	RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1	sp|Q9ULX3|NOB1_HUMAN	47 kDa	4	3	skmes_dox.adpr.msbio	Q9ULX3	28987	-1	-0.25	47	4.02127659574468	3.02127659574468	0.751322751322751	0.750623441396509	NOB1
NOMO2	Nodal modulator 2 OS=Homo sapiens GN=NOMO2 PE=1 SV=1	sp|Q5JPE7|NOMO2_HUMAN	139 kDa	3	12	skmes_dox.adpr.msbio	Q5JPE7	283820	9	0.75	139	3.00719424460432	12.0071942446043	3.99282296650718	3.99003322259136	NOMO2
NONO	Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	sp|Q15233|NONO_HUMAN	54 kDa	0	5	skmes_dox.adpr.msbio	Q15233	4841	5	1	54	0.0185185185185185	5.01851851851852	271	501	NONO
NOP10	H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens GN=NOP10 PE=1 SV=1	sp|Q9NPE3|NOP10_HUMAN	8 kDa	0	2	skmes_dox.adpr.msbio	Q9NPE3	55505	2	1	8	0.125	2.125	17	201	NOP10
NOP58	Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1	sp|Q9Y2X3|NOP58_HUMAN	60 kDa	2	7	skmes_dox.adpr.msbio	Q9Y2X3	51602	5	0.714285714285714	60	2.01666666666667	7.01666666666667	3.47933884297521	3.48756218905473	NOP58
NOSIP	Nitric oxide synthase-interacting protein OS=Homo sapiens GN=NOSIP PE=1 SV=1	sp|Q9Y314|NOSIP_HUMAN	33 kDa	30	41	skmes_dox.adpr.msbio	Q9Y314	51070	11	0.268292682926829	33	30.030303030303	41.030303030303	1.36629667003027	1.36654448517161	NOSIP
NPM1	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	sp|P06748|NPM_HUMAN	33 kDa	8	25	skmes_dox.adpr.msbio	P06748	4869	17	0.68	33	8.03030303030303	25.030303030303	3.11698113207547	3.12234706616729	NPM1
NR0B1	Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens GN=NR0B1 PE=1 SV=2	sp|P51843|NR0B1_HUMAN	52 kDa	0	4	skmes_dox.adpr.msbio	P51843	190	4	1	52	0.0192307692307692	4.01923076923077	209	401	NR0B1
NR3C1	Glucocorticoid receptor OS=Homo sapiens GN=NR3C1 PE=1 SV=1	sp|P04150|GCR_HUMAN	86 kDa	4	6	skmes_dox.adpr.msbio	P04150	2908	2	0.333333333333333	86	4.01162790697674	6.01162790697674	1.49855072463768	1.49875311720698	NR3C1
NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2	sp|Q15738|NSDHL_HUMAN	42 kDa	2	0	skmes_dox.adpr.msbio	Q15738	50814	-2	-1	42	2.02380952380952	0.0238095238095238	0.0117647058823529	0.00497512437810945	NSDHL
NSRP1	Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1	sp|Q9H0G5|NSRP1_HUMAN	66 kDa	8	7	skmes_dox.adpr.msbio	Q9H0G5	84081	-1	-0.125	66	8.01515151515152	7.01515151515152	0.87523629489603	0.875156054931336	NSRP1
NSUN5	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens GN=NSUN5 PE=1 SV=2	sp|Q96P11|NSUN5_HUMAN	47 kDa	5	4	skmes_dox.adpr.msbio	Q96P11	55695	-1	-0.2	47	5.02127659574468	4.02127659574468	0.800847457627119	0.800399201596806	NSUN5
NUDCD1	NudC domain-containing protein 1 OS=Homo sapiens GN=NUDCD1 PE=1 SV=2	sp|Q96RS6|NUDC1_HUMAN	67 kDa	0	5	skmes_dox.adpr.msbio	Q96RS6	84955	5	1	67	0.0149253731343284	5.01492537313433	336	501	NUDCD1
NUDT21	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	sp|O43809|CPSF5_HUMAN	26 kDa	75	75	skmes_dox.adpr.msbio	O43809	11051	0	0	26	75.0384615384615	75.0384615384615	1	1	NUDT21
NUMB	Protein numb homolog OS=Homo sapiens GN=NUMB PE=1 SV=2	sp|P49757|NUMB_HUMAN	71 kDa	4	5	skmes_dox.adpr.msbio	P49757	8650	1	0.2	71	4.01408450704225	5.01408450704225	1.24912280701754	1.24937655860349	NUMB
NUP155	Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1	sp|O75694|NU155_HUMAN	155 kDa	8	13	skmes_dox.adpr.msbio	O75694	9631	5	0.384615384615385	155	8.00645161290323	13.0064516129032	1.62449637389202	1.62421972534332	NUP155
OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens GN=OGFOD3 PE=1 SV=2	sp|Q6PK18|OGFD3_HUMAN	36 kDa	2	0	skmes_dox.adpr.msbio	Q6PK18	79701	-2	-1	36	2.02777777777778	0.0277777777777778	0.0136986301369863	0.00497512437810945	OGFOD3
OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	sp|O15294|OGT1_HUMAN	117 kDa	12	5	skmes_dox.adpr.msbio	O15294	8473	-7	-0.583333333333333	117	12.008547008547	5.00854700854701	0.417081850533808	0.417152373022481	OGT
OPA1	Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3	sp|O60313|OPA1_HUMAN	112 kDa	3	6	skmes_dox.adpr.msbio	O60313	4976	3	0.5	112	3.00892857142857	6.00892857142857	1.99703264094955	1.99667774086379	OPA1
ORC6	Origin recognition complex subunit 6 OS=Homo sapiens GN=ORC6 PE=1 SV=1	sp|Q9Y5N6|ORC6_HUMAN	28 kDa	2	2	skmes_dox.adpr.msbio	Q9Y5N6	23594	0	0	28	2.03571428571429	2.03571428571429	1	1	ORC6
OSBPL8	Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	sp|Q9BZF1|OSBL8_HUMAN	101 kDa	2	0	skmes_dox.adpr.msbio	Q9BZF1	114882	-2	-1	101	2.00990099009901	0.0099009900990099	0.00492610837438424	0.00497512437810945	OSBPL8
P4HA1	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2	sp|P13674|P4HA1_HUMAN	61 kDa	4	6	skmes_dox.adpr.msbio	P13674	5033	2	0.333333333333333	61	4.01639344262295	6.01639344262295	1.49795918367347	1.49875311720698	P4HA1
PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	sp|P11940|PABP1_HUMAN	71 kDa	21	22	skmes_dox.adpr.msbio	P11940	26986	1	0.0454545454545455	71	21.0140845070423	22.0140845070423	1.04758713136729	1.04759638267492	PABPC1
PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	sp|Q13310|PABP4_HUMAN	71 kDa	19	25	skmes_dox.adpr.msbio	Q13310	8761	6	0.24	71	19.0140845070423	25.0140845070423	1.31555555555556	1.31562335612835	PABPC4
PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	sp|P22234|PUR6_HUMAN	47 kDa	0	3	skmes_dox.adpr.msbio	P22234	10606	3	1	47	0.0212765957446809	3.02127659574468	142	301	PAICS
PAK1IP1	p21-activated protein kinase-interacting protein 1 OS=Homo sapiens GN=PAK1IP1 PE=1 SV=2	sp|Q9NWT1|PK1IP_HUMAN	44 kDa	5	4	skmes_dox.adpr.msbio	Q9NWT1	55003	-1	-0.2	44	5.02272727272727	4.02272727272727	0.800904977375566	0.800399201596806	PAK1IP1
PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	sp|Q8TEW0|PARD3_HUMAN	151 kDa	42	31	skmes_dox.adpr.msbio	Q8TEW0	56288	-11	-0.261904761904762	151	42.0066225165563	31.0066225165563	0.738136528456566	0.738157581528208	PARD3
PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	sp|P09874|PARP1_HUMAN	113 kDa	130	168	skmes_dox.adpr.msbio	P09874	142	38	0.226190476190476	113	130.008849557522	168.008849557522	1.29228779524879	1.29228520883009	PARP1
PARP14	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3	sp|Q460N5|PAR14_HUMAN	203 kDa	0	59	skmes_dox.adpr.msbio	Q460N5	54625	59	1	203	0.00492610837438424	59.0049261083744	11978	5901	PARP14
PARP2	Poly [ADP-ribose] polymerase 2 OS=Homo sapiens GN=PARP2 PE=1 SV=2	sp|Q9UGN5|PARP2_HUMAN	66 kDa	0	4	skmes_dox.adpr.msbio	Q9UGN5	10038	4	1	66	0.0151515151515152	4.01515151515152	265	401	PARP2
PARP4	Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3	sp|Q9UKK3|PARP4_HUMAN	193 kDa	4	9	skmes_dox.adpr.msbio	Q9UKK3	143	5	0.555555555555556	193	4.00518134715026	9.00518134715026	2.248382923674	2.24688279301746	PARP4
PAXBP1	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2	sp|Q9Y5B6|PAXB1_HUMAN	105 kDa	57	63	skmes_dox.adpr.msbio	Q9Y5B6	94104	6	0.0952380952380952	105	57.0095238095238	63.0095238095238	1.10524557300368	1.10524469391335	PAXBP1
PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=1 SV=1	sp|Q96AQ6|PBIP1_HUMAN	81 kDa	17	18	skmes_dox.adpr.msbio	Q96AQ6	57326	1	0.0555555555555556	81	17.0123456790123	18.0123456790123	1.05878084179971	1.05878894767784	PBXIP1
PCBP1	Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	sp|Q15365|PCBP1_HUMAN	37 kDa	16	25	skmes_dox.adpr.msbio	Q15365	5093	9	0.36	37	16.027027027027	25.027027027027	1.56155143338954	1.56214865708932	PCBP1
PCBP2	Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	sp|Q15366|PCBP2_HUMAN	39 kDa	8	13	skmes_dox.adpr.msbio	Q15366	5094	5	0.384615384615385	39	8.02564102564103	13.025641025641	1.62300319488818	1.62421972534332	PCBP2
PCF11	Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3	sp|O94913|PCF11_HUMAN	173 kDa	3	3	skmes_dox.adpr.msbio	O94913	51585	0	0	173	3.00578034682081	3.00578034682081	1	1	PCF11
PCID2	PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2	sp|Q5JVF3|PCID2_HUMAN	46 kDa	4	4	skmes_dox.adpr.msbio	Q5JVF3	55795	0	0	46	4.02173913043478	4.02173913043478	1	1	PCID2
PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	sp|P22061|PIMT_HUMAN	25 kDa	4	8	skmes_dox.adpr.msbio	P22061	5110	4	0.5	25	4.04	8.04	1.99009900990099	1.99750623441397	PCMT1
PCYOX1	Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3	sp|Q9UHG3|PCYOX_HUMAN	57 kDa	2	0	skmes_dox.adpr.msbio	Q9UHG3	51449	-2	-1	57	2.01754385964912	0.0175438596491228	0.00869565217391304	0.00497512437810945	PCYOX1
PDAP1	28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1	sp|Q13442|HAP28_HUMAN	21 kDa	21	21	skmes_dox.adpr.msbio	Q13442	11333	0	0	21	21.047619047619	21.047619047619	1	1	PDAP1
PDCD10	Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1	sp|Q9BUL8|PDC10_HUMAN	25 kDa	0	3	skmes_dox.adpr.msbio	Q9BUL8	11235	3	1	25	0.04	3.04	76	301	PDCD10
PDIA5	Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1	sp|Q14554|PDIA5_HUMAN	60 kDa	57	51	skmes_dox.adpr.msbio	Q14554	10954	-6	-0.105263157894737	60	57.0166666666667	51.0166666666667	0.894767611809412	0.894755306086651	PDIA5
PES1	Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1	sp|O00541|PESC_HUMAN	68 kDa	71	71	skmes_dox.adpr.msbio	O00541	23481	0	0	68	71.0147058823529	71.0147058823529	1	1	PES1
PFKL	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6	sp|P17858|PFKAL_HUMAN	85 kDa	19	17	skmes_dox.adpr.msbio	P17858	5211	-2	-0.105263157894737	85	19.0117647058824	17.0117647058824	0.89480198019802	0.894792214623882	PFKL
PFKM	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2	sp|P08237|PFKAM_HUMAN	85 kDa	0	10	skmes_dox.adpr.msbio	P08237	5213	10	1	85	0.0117647058823529	10.0117647058824	851	1001	PFKM
PFKP	ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2	sp|Q01813|PFKAP_HUMAN	86 kDa	39	42	skmes_dox.adpr.msbio	Q01813	5214	3	0.0714285714285714	86	39.0116279069767	42.0116279069767	1.0769001490313	1.0769033581133	PFKP
PGK1	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	sp|P00558|PGK1_HUMAN	45 kDa	0	4	skmes_dox.adpr.msbio	P00558	5230	4	1	45	0.0222222222222222	4.02222222222222	181	401	PGK1
PGRMC1	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	sp|O00264|PGRC1_HUMAN	22 kDa	3	4	skmes_dox.adpr.msbio	O00264	10857	1	0.25	22	3.04545454545455	4.04545454545455	1.32835820895522	1.33222591362126	PGRMC1
PHF5A	PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	sp|Q7RTV0|PHF5A_HUMAN	12 kDa	4	6	skmes_dox.adpr.msbio	Q7RTV0	84844	2	0.333333333333333	12	4.08333333333333	6.08333333333333	1.48979591836735	1.49875311720698	PHF5A
PHF6	PHD finger protein 6 OS=Homo sapiens GN=PHF6 PE=1 SV=1	sp|Q8IWS0|PHF6_HUMAN	41 kDa	61	46	skmes_dox.adpr.msbio	Q8IWS0	84295	-15	-0.245901639344262	41	61.0243902439024	46.0243902439024	0.754196642685851	0.754138665792493	PHF6
PHGDH	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	sp|O43175|SERA_HUMAN	57 kDa	0	2	skmes_dox.adpr.msbio	O43175	26227	2	1	57	0.0175438596491228	2.01754385964912	115	201	PHGDH
PHLDB2	Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2	sp|Q86SQ0|PHLB2_HUMAN	142 kDa	24	13	skmes_dox.adpr.msbio	Q86SQ0	90102	-11	-0.458333333333333	142	24.0070422535211	13.0070422535211	0.541801114696392	0.541857559350271	PHLDB2
PIGR	Polymeric immunoglobulin receptor OS=Homo sapiens GN=PIGR PE=1 SV=4	sp|P01833|PIGR_HUMAN	83 kDa	2	2	skmes_dox.adpr.msbio	P01833	5284	0	0	83	2.01204819277108	2.01204819277108	1	1	PIGR
PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3	sp|Q99570|PI3R4_HUMAN	153 kDa	0	3	skmes_dox.adpr.msbio	Q99570	30849	3	1	153	0.0065359477124183	3.00653594771242	460	301	PIK3R4
PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1	sp|Q9Y237|PIN4_HUMAN	14 kDa	7	7	skmes_dox.adpr.msbio	Q9Y237	5303	0	0	14	7.07142857142857	7.07142857142857	1	1	PIN4
PITPNB	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2	sp|P48739|PIPNB_HUMAN	32 kDa	0	2	skmes_dox.adpr.msbio	P48739	23760	2	1	32	0.03125	2.03125	65	201	PITPNB
PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	sp|P14618|KPYM_HUMAN	58 kDa	5	17	skmes_dox.adpr.msbio	P14618	5315	12	0.705882352941177	58	5.01724137931035	17.0172413793103	3.39175257731959	3.39520958083832	PKM
PKN2	Serine/threonine-protein kinase N2 OS=Homo sapiens GN=PKN2 PE=1 SV=1	sp|Q16513|PKN2_HUMAN	112 kDa	0	3	skmes_dox.adpr.msbio	Q16513	5586	3	1	112	0.00892857142857143	3.00892857142857	337	301	PKN2
PKP1	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	sp|Q13835|PKP1_HUMAN	83 kDa	27	25	skmes_dox.adpr.msbio	Q13835	5317	-2	-0.0740740740740741	83	27.0120481927711	25.0120481927711	0.925958965209634	0.925953350610885	PKP1
PKP2	Plakophilin-2 OS=Homo sapiens GN=PKP2 PE=1 SV=2	sp|Q99959|PKP2_HUMAN	97 kDa	0	3	skmes_dox.adpr.msbio	Q99959	5318	3	1	97	0.0103092783505155	3.01030927835052	292	301	PKP2
PLCB1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Homo sapiens GN=PLCB1 PE=1 SV=1	sp|Q9NQ66|PLCB1_HUMAN	139 kDa	6	6	skmes_dox.adpr.msbio	Q9NQ66	23236	0	0	139	6.00719424460432	6.00719424460432	1	1	PLCB1
PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens GN=PLCB3 PE=1 SV=2	sp|Q01970|PLCB3_HUMAN	139 kDa	40	37	skmes_dox.adpr.msbio	Q01970	5331	-3	-0.075	139	40.0071942446043	37.0071942446043	0.925013486782953	0.925018745313672	PLCB3
PLCB4	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 OS=Homo sapiens GN=PLCB4 PE=1 SV=3	sp|Q15147|PLCB4_HUMAN	134 kDa	17	10	skmes_dox.adpr.msbio	Q15147	5332	-7	-0.411764705882353	134	17.0074626865672	10.0074626865672	0.588415971917508	0.588477366255144	PLCB4
PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	sp|Q15149|PLEC_HUMAN	532 kDa	2	27	skmes_dox.adpr.msbio	Q15149	5339	25	0.925925925925926	532	2.00187969924812	27.0018796992481	13.4882629107981	13.4378109452736	PLEC
PLEKHG4	Puratrophin-1 OS=Homo sapiens GN=PLEKHG4 PE=1 SV=1	sp|Q58EX7|PKHG4_HUMAN	131 kDa	0	19	skmes_dox.adpr.msbio	Q58EX7	25894	19	1	131	0.00763358778625954	19.0076335877863	2490	1901	PLEKHG4
PML	Protein PML OS=Homo sapiens GN=PML PE=1 SV=3	sp|P29590|PML_HUMAN	98 kDa	0	15	skmes_dox.adpr.msbio	P29590	5371	15	1	98	0.0102040816326531	15.0102040816327	1471	1501	PML
POF1B	Protein POF1B OS=Homo sapiens GN=POF1B PE=1 SV=3	sp|Q8WVV4|POF1B_HUMAN	68 kDa	4	10	skmes_dox.adpr.msbio	Q8WVV4	79983	6	0.6	68	4.01470588235294	10.0147058823529	2.49450549450549	2.49625935162095	POF1B
POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	sp|P28340|DPOD1_HUMAN	124 kDa	37	39	skmes_dox.adpr.msbio	P28340	5424	2	0.0512820512820513	124	37.008064516129	39.008064516129	1.05404227500545	1.05403944879762	POLD1
POLD2	DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1	sp|P49005|DPOD2_HUMAN	51 kDa	13	11	skmes_dox.adpr.msbio	P49005	5425	-2	-0.153846153846154	51	13.0196078431373	11.0196078431373	0.846385542168675	0.846272098385857	POLD2
POLD3	DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2	sp|Q15054|DPOD3_HUMAN	51 kDa	4	6	skmes_dox.adpr.msbio	Q15054	10714	2	0.333333333333333	51	4.01960784313725	6.01960784313725	1.49756097560976	1.49875311720698	POLD3
